"wccSubjectCode","wccCourseNumber","wccCourseName","emuSubjectCode","emuCourseNumber","emuCourseName"
"CJT","170","Domestic & Int'l Terrorism","PLSC","000","General Transfer Credit"
"CJT","189","Study Problems","CRM","000","General Transfer Credit"
"CJT","199","On the Job Training","AACR","GEN","General Credit"
"CJT","205","Applied Psych for Law Enfrcmt","PSY","000","General Transfer Credit"
"CJT","208","Criminal Evidence & Procedure","CRM","460","Criminal Law II"
"CJT","209","Criminal Law","PLSC","000","General Transfer Credit"
"CJT","210","Intro to Criminalistics","CRM","000","General Transfer Credit"
"CJT","221","Law Enforcement Training","HSEM","000","General Transfer Credit"
"CJT","221A","Law Enforcement Investigations","AACR","GEN","General Credit"
"CJT","221B","Law Enforcement Skill Areas","AACR","GEN","General Credit"
"CJT","221C","Law Enforc Community Policing","AACR","GEN","General Credit"
"SOC","250","Juvenile Delinquency","CRM","354","Juvenile Delinquency"
"CJT","223","Juvenile Justice","CRM","354","Juvenile Delinquency"
"CJT","223","Juvenile Justice","CRM","000","General Transfer Credit"
"CJT","224","Criminal Investigation","CRM","320","Criminal Investigation"
"CJT","225","Seminar in Criminal Justice","CRM","000","General Transfer Credit"
"CJT","229A","Law Enforcement Training Pt I","HSEM","000","General Transfer Credit"
"CJT","229B","Law Enforcement Training Pt II","HSEM","000","General Transfer Credit"
"CMC","114","Patient Care Skills","AACR","GEN","General Credit"
"CMC","116","Intro to Clinical Skills","CLSC","000","General Transfer Credit"
"CMC","121","Pharmacology for Medical Asstg","AACR","GEN","General Credit"
"CMC","226","Admin Functions/Med Assistant","AACR","GEN","General Credit"
"CMC","228","Skills Assess/Med Assistant","AACR","GEN","General Credit"
"CMC","230","Lab Procedures for Med Assist","CLSC","000","General Transfer Credit"
"CMC","290","Practicum Seminar","CLSC","000","General Transfer Credit"
"CMC","299","Practicum/Medical Assistants","CLSC","000","General Transfer Credit"
"CMG","110","OSHA 10 Hour for Constrc Trade","CNST","000","General Transfer Credit"
"CMG","115","Safe/Employ Skill Cnstrc Trade","CNST","000","General Transfer Credit"
"CMG","125","Intro Engineering Design Tech","PDET","000","General Transfer Credit"
"CMG","130","Cnst Site Safety & OSHA Rgltns","CNST","213","Construction Safety"
"CMG","145","Construction Plan Read/Trade","CNST","000","General Transfer Credit"
"CMG","150","Intro to Construction Mgmt","CNST","125","Intro to Construction"
"CMG","170","Construction Graphics","CNST","228","Construction Graphics"
"CMG","180","Applctn Construction Materials","CNST","212","Construction Materials&Testing"
"CMG","200","Construction Systems","CNST","201","Construction Systems"
"CMG","225","Construction Builders License","CNST","000","General Transfer Credit"
"CMT","101","Fundamentals of Speaking","CTAS","121","Fundamentals of Speech"
"CMT","102","Interpersonal Communication","CTAC","227","Interpersonal Communication"
"CMT","131","Radio-TV Speech","CTAT","000","General Transfer Credit"
"CMT","152","Acting for the Theatre","CTAR","158","Fundamentals of Acting"
"CMT","153","Acting for the Theatre II","CTAR","000","General Transfer Credit"
"CNT","100","Intro to Windows Networking","IA","000","General Transfer Credit"
"CNT","189","Study Problems","AACR","GEN","General Credit"
"CNT","200","Networking Fundamentals","BEDU","210","Concepts of Network & Bus Tech"
"CNT","201","Admin MS Windows Client Op Sys","ISAC","000","General Transfer Credit"
"CNT","206","Introduction to Networks","IT","110","Concepts of Network Bus Tech"
"CNT","210","Netware Administration","BEDU","000","General Transfer Credit"
"CNT","211","Install/Configure Win Srv 2012","IA","344","Adminst of Computer Systems"
"CIS","206","Linux/UNIX II:Bas Sys Adm,Ntwk","IA","344","Adminst of Computer Systems"
"CNT","211","Install, Store, Cmpt-Win Servr","IA","244","Administration of Comp Systems"
"CNT","211","Install/Configure Win Srv 2012","IA","344","Adminst of Computer Systems"
"CNT","251","Design Windows Srvr Security","IA","344","Adminst of Computer Systems"
"CNT","215","Structured Cabling Systems","BEDU","000","General Transfer Credit"
"CNT","216","Switch/Routing, Wireless Esntl","IT","150","Networking I"
"CNT","217","CCNA Security Certification","IA","000","General Transfer Credit"
"CNT","220","Advanced Netware Admin","BEDU","000","General Transfer Credit"
"CNT","221","Implement Win Svr 03 Ntwk Infr","NITA","000","General Transfer Credit"
"CNT","222","Manage MS Window 2k Ntwk Envrn","BEDU","000","General Transfer Credit"
"CNT","223","Networking w/Windows Server","ISAC","000","General Transfer Credit"
"CNT","224","Identity w/Windows Server","ISAC","000","General Transfer Credit"
"CNT","225","Intro to Routers","BEDU","000","General Transfer Credit"
"CNT","226","Enterprise Ntwk,Security,Autom","AACR","GEN","General Credit"
"CNT","230","Netware Services & Support","BEDU","000","General Transfer Credit"
"CNT","231","Admin MS Windows 03 Active Dir","NITA","000","General Transfer Credit"
"CNT","235","Adv Local Area Networking","BEDU","000","General Transfer Credit"
"CNT","236","Connecting Networks","ISAC","000","General Transfer Credit"
"CNT","237","Health Information Networking","IA","000","General Transfer Credit"
"CNT","240","Novell Directory Services","BEDU","000","General Transfer Credit"
"CNT","241","MS Exchange Server Admin","IA","000","General Transfer Credit"
"CNT","245","Intro to Web Area Networks","BEDU","000","General Transfer Credit"
"CNT","246","Adv Routing Configuration","NITA","000","General Transfer Credit"
"CNT","250","Intergrating Windows NT to Nov","BEDU","000","General Transfer Credit"
"CNT","251","Design Windows Srvr Security","IA","000","General Transfer Credit"
"CNT","211","Install/Configure Win Srv 2012","IA","344","Adminst of Computer Systems"
"CNT","251","Design Windows Srvr Security","IA","344","Adminst of Computer Systems"
"CNT","255","Advanced Routing Configuration","BEDU","000","General Transfer Credit"
"CNT","256","Remote Access Networks","NITA","000","General Transfer Credit"
"CNT","261","Planning Windows Srvr 03 Ntwk","NITA","000","General Transfer Credit"
"CNT","265","Remote Access Networks","BEDU","000","General Transfer Credit"
"CNT","266","Multi-Layer Switching","NITA","000","General Transfer Credit"
"CNT","271","Migrating NT4 to Windows 2000","BEDU","000","General Transfer Credit"
"CNT","275","Multi-Layer Switching","BEDU","000","General Transfer Credit"
"CNT","276","Network Troubleshooting","NITA","000","General Transfer Credit"
"CNT","281","Installing Clustering Services","BEDU","000","General Transfer Credit"
"CNT","285","Network Troubleshooting","BEDU","000","General Transfer Credit"
"CNT","290","Network Forensics","IA","427","Digital Forensics I"
"CNT","290","Network Forensics","ISAC","000","General Transfer Credit"
"COM","101","Fundamentals of Speaking","COMM","124","Foundations of Speech Communic"
"COM","102","Interpersonal Communication","COMM","227","Interpersonal Communication"
"COM","130","Intro to Mass Communication","CTAT","130","Introduction to Digital Media"
"COM","142","Oral Interpretation of Lit","CTAO","210","Interpretative Reading"
"COM","150","Intro to Radio Production","CTAT","131","Intro Audio Prod & Dirct"
"COM","155","Scriptwriting/Broadcast Arts","CTAT","344W","Continuity Wrtg for Elec Media"
"COM","160","Voice and Articulation","CTAT","241","Broadcasting Announcing"
"COM","170","Advanced Radio Production","CTAT","000","General Transfer Credit"
"COM","183","Persuasion","COMM","000","General Transfer Credit"
"COM","189","Study Problems","AACR","GEN","General Credit"
"COM","200","Family Communication","COMM","373","Family Communication"
"COM","210","Nonverbal Communication","COMM","226","Nonverbal Communication"
"COM","220","Small Group Communication","COMM","359","Small Group Communication"
"COM","225","Intercultural Communication","COMM","274","Intercultural Communication"
"COM","235","Broadcast Arts Practicum","CTAA","169","Eagle Radio"
"COM","240","Broadcast Arts Internship","CTAT","000","General Transfer Credit"
"CON","100","Residential Blueprint Reading","CNST","000","General Transfer Credit"
"CON","101","Basic Construction Tools/Mthds","CNST","000","General Transfer Credit"
"CON","102","Construction Theory/Pract I","CNST","000","General Transfer Credit"
"CON","103","Residential Painting I","CNST","000","General Transfer Credit"
"CON","104","Construction Framing I","CNST","000","General Transfer Credit"
"CON","104A","Construction I","CNST","000","General Transfer Credit"
"CON","105","Construction Framing II","CNST","000","General Transfer Credit"
"CON","105A","Construction IIA-Fastrak","CNST","000","General Transfer Credit"
"CON","105B","Construction IIB-Fastrak","CNST","000","General Transfer Credit"
"CON","106","Contextualized Math for Trades","AACR","GEN","General Credit"
"CON","107","Basic Soil Mechanics","CNST","000","General Transfer Credit"
"CON","108","Intro Construction Technology","CNST","000","General Transfer Credit"
"CON","111","Intro Construction Supervsn I","CNST","000","General Transfer Credit"
"CON","112","Blueprint Reading for Construc","CNST","000","General Transfer Credit"
"CON","115","Construction Site Safety","CNST","000","General Transfer Credit"
"CON","121","Commercial Property Maintenanc","CNST","000","General Transfer Credit"
"CON","123","Commercial Property Maint II","CNST","000","General Transfer Credit"
"CON","124","Intro to Painting & Decorating","CNST","000","General Transfer Credit"
"CON","125","Commercial Property Maint III","CNST","000","General Transfer Credit"
"CON","126","Residential Paint Matls/Method","CNST","000","General Transfer Credit"
"CON","127","Commercial Property Maint IV","CNST","000","General Transfer Credit"
"CON","128","Wall Cover & Decor Techniques","CNST","000","General Transfer Credit"
"CON","130","Commercial Property Maint I","CNST","000","General Transfer Credit"
"CON","133","Commercial Property Maint II","CNST","000","General Transfer Credit"
"CON","135","Commercial Property Maint III","CNST","000","General Transfer Credit"
"CON","137","Commercial Property Maint IV","CNST","000","General Transfer Credit"
"CON","141","Commercial Bldg Maintence I","CNST","000","General Transfer Credit"
"CON","150","Property Assessment Admin I","CNST","000","General Transfer Credit"
"CON","151","Code Enforcement I","CNST","000","General Transfer Credit"
"CON","154","Property Assessment Admin II","CNST","000","General Transfer Credit"
"CON","164","Special Topics","CNST","000","General Transfer Credit"
"CON","170","Cabinetry & Millwork I","CNST","000","General Transfer Credit"
"CON","171","Woodworking","CNST","000","General Transfer Credit"
"CON","173","Cabinetry & Millwork II","CNST","000","General Transfer Credit"
"CON","174","CON Co-op Education I","AACR","GEN","General Credit"
"CON","175","Cabinetry & Millwork III","CNST","000","General Transfer Credit"
"CON","180","Introduction to Green Building","CNST","000","General Transfer Credit"
"CON","189","Study Problems","CNST","000","General Transfer Credit"
"CON","190","Bldg Codes & Quality Control","CNST","000","General Transfer Credit"
"CON","193","Tool, Equpmt, Mtrl Hndlg/Trade","CNST","000","General Transfer Credit"
"CON","199","On The Job Training","CNST","000","General Transfer Credit"
"CON","202","Construction Theory/Pract II","CNST","000","General Transfer Credit"
"CON","204","Construction Finishes-Interior","CNST","000","General Transfer Credit"
"CON","204A","Construction IIIA Fast Track","CNST","000","General Transfer Credit"
"CON","205","Construction Finishes-Exterior","CNST","000","General Transfer Credit"
"CON","220","Cnst License/Contract/Start Up","CNST","000","General Transfer Credit"
"CON","230","Construction Production","CNST","000","General Transfer Credit"
"CON","235","Construction-Bldg Code/Print","CNST","000","General Transfer Credit"
"CON","240","Construction-Adv Finish/Technq","CNST","000","General Transfer Credit"
"CON","247","Sustainable Building Practices","CNST","000","General Transfer Credit"
"CON","250","Cabinet Shop Mgmt & Fndmntls","CNST","000","General Transfer Credit"
"CON","255","Construction Concrete/Masonry","CNST","000","General Transfer Credit"
"CON","260","Construction Remodeling","CNST","000","General Transfer Credit"
"CON","270","Construction Mechanicals","CNST","000","General Transfer Credit"
"CON","271","Cabinetry","CNST","000","General Transfer Credit"
"CON","274","CON Co-op Education II","AACR","GEN","General Credit"
"CON","275","Cabinetry & Millwork IV","CNST","000","General Transfer Credit"
"CPS","112","Game Development for Beginners","SAG","000","General Transfer Credit"
"CPS","115","Intro Programming 3D Animation","COSC","000","General Transfer Credit"
"CPS","120","Intro to Computer Science","COSC","000","General Transfer Credit"
"CPS","141","Intro Programming Using Python","IT","145","Task Automation for IT Admins"
"CPS","141","Intro Programming Using Python","COSC","000","General Transfer Credit"
"CPS","161","An Intro to Programming w/Java","COSC","111","Intro to Programming"
"CPS","161","An Intro to Programming w/Java","COSC","112","Intro to Programmng Online Lab"
"CPS","161","An Intro to Programming w/Java","CEET","151","Intro to Computing in Eng Tech"
"CPS","171","Intro to Programming w/C++","IS","247","Intro Web Application Develpmn"
"CPS","171","Intro to Programming w/C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","247","Intro Web Application Develpmn"
"CPS","271","Object Features of C++","IS","000","General Transfer Credit"
"CPS","171","Intro to Programming w/C++","COSC","246","Programming in C++"
"CPS","183","Intro to Basic Programming","COSC","000","General Transfer Credit"
"CPS","185","Intro Visual Basic.Net Program","BMMT","000","General Transfer Credit"
"CPS","186","Intro to Pascal Programming","AACR","GEN","General Credit"
"CPS","187","Intro to Fortran Programming","COSC","137","Intro Fortran Programmg"
"CPS","191","Intro to LISP Programming","COSC","000","General Transfer Credit"
"CPS","192","Introduction to C#.Net","COSC","111","Intro to Programming"
"CPS","192","Introduction to C#.Net","COSC","112","Intro to Programmng Online Lab"
"CPS","192","Introduction to C#.Net","COSC","000","General Transfer Credit"
"CPS","251","Android Programming","COSC","000","General Transfer Credit"
"CPS","251","Android Programming","IS","000","General Transfer Credit"
"CPS","255","IOS/Apple Programming Fundmtls","COSC","000","General Transfer Credit"
"CPS","256","Advanced IOS/Apple Programming","COSC","000","General Transfer Credit"
"CPS","261","Advanced Java Concepts","COSC","211","Programming Data Structures"
"CPS","261","Advanced Java Concepts","COSC","212","Prgmng Data Struct Online Lab"
"CPS","261","Advanced Java Concepts","CEET","252","Engineering Programming"
"CPS","171","Intro to Programming w/C++","IS","247","Intro Web Application Develpmn"
"CPS","171","Intro to Programming w/C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","247","Intro Web Application Develpmn"
"CPS","271","Object Features of C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","315","Object-Oriented Appl Develpmnt"
"CPS","272","Data Structures with C++","IS","315","Object-Oriented Appl Develpmnt"
"CPS","271","Object Features of C++","COSC","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","247","Intro Web Application Develpmn"
"CPS","272","Data Structures C++","IS","000","General Transfer Credit"
"CPS","272","Data Structures C++","IS","247","Intro Web Application Develpmn"
"CPS","271","Object Features of C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","247","Intro Web Application Develpmn"
"CPS","272","Data Structures C++","IS","000","General Transfer Credit"
"CPS","272","Data Structures C++","IS","247","Intro Web Application Develpmn"
"CPS","272","Data Structures with C++","COSC","000","General Transfer Credit"
"CPS","272","Data Structures with C++","IS","000","General Transfer Credit"
"CPS","271","Object Features of C++","IS","315","Object-Oriented Appl Develpmnt"
"CPS","272","Data Structures with C++","IS","315","Object-Oriented Appl Develpmnt"
"CPS","273","Web Programming-Oracle Access","BEDU","000","General Transfer Credit"
"CPS","275","Linux/Unix System Programming","BMMT","000","General Transfer Credit"
"CPS","276","Web Prog using PHP and MySQL","IS","247","Intro Web Application Develpmn"
"CPS","276","Web Prog using PHP and MySQL","COSC","231","Internet-based Computing"
"CPS","276","Web Prog using PHP and MySQL","BMMT","000","General Transfer Credit"
"CPS","277","Game Programming","COSC","000","General Transfer Credit"
"CPS","278","Java Spring Framework","IS","000","General Transfer Credit"
"CPS","278","Java Spring Framework","COSC","000","General Transfer Credit"
"CPS","278","Java Spring Framework","COSC","111","Intro to Programming"
"CPS","278","Java Spring Framework","COSC","112","Intro to Programmng Online Lab"
"CPS","280","Adv Web/Database Programming","IS","000","General Transfer Credit"
"CPS","285","Adv Visual Basic.Net Program","IS","247","Intro Web Application Develpmn"
"CPS","285","Adv Visual Basic.Net Program","IS","000","General Transfer Credit"
"CPS","286","Advanced Pascal Programming","AACR","GEN","General Credit"
"CPS","290","Object-Oreinted Programming","IS","247","Intro Web Application Develpmn"
"CPS","292","C# for Programmers","COSC","000","General Transfer Credit"
"CPS","293","C# .Net","COSC","000","General Transfer Credit"
"CPS","295","Adv C#.Net and ASP.Net","COSC","000","General Transfer Credit"
"CPS","296","Connected Device Proj w/C#.Net","COSC","000","General Transfer Credit"
"CPS","298","Professional Team Programming","AACR","GEN","General Credit"
"CRT","200","Refinish Technician I","SET","000","General Transfer Credit"
"CRT","201","Collision Technician I","SET","000","General Transfer Credit"
"CRT","202","Refinish Technician I","SET","000","General Transfer Credit"
"CRT","203","Collision Technician I","SET","000","General Transfer Credit"
"CRT","220","Refinish Technician II","SET","000","General Transfer Credit"
"CRT","221","Collision Technician II","SET","000","General Transfer Credit"
"CRT","222","Refinish Technician II","SET","000","General Transfer Credit"
"CRT","223","Collision Technician II","SET","000","General Transfer Credit"
"CRT","240","Refinish Technician III","SET","000","General Transfer Credit"
"CRT","241","Collision Technician III","SET","000","General Transfer Credit"
"CRT","260","Refinish Technician IV","SET","000","General Transfer Credit"
"CRT","261","Collision Technician IV","SET","000","General Transfer Credit"
"CRT","280","Refinish Technician V","SET","000","General Transfer Credit"
"CSS","180","Computer Security I","IA","000","General Transfer Credit"
"CSS","189","Study Problems","AACR","GEN","General Credit"
"CSS","200","Intro Netwk Security-Security+","IA","103","Information Security Overview"
"CSS","201","Introduction to Cryptography","COSC","274","Intro to Applied Cryptography"
"CSS","205","Essentials/Ntwk Penetratn Test","IA","202L4","Risk-Vulnerability Analysis"
"CSS","210","Ntwk Perimetr Protect-CCNA Sec","ISAC","000","General Transfer Credit"
"CSS","212","Computer Security V","IA","000","General Transfer Credit"
"CSS","215","Managing Network Security II","IA","000","General Transfer Credit"
"CSS","220","Computer Security VI","IA","202L4","Risk-Vulnerability Analysis"
"CSS","225","Cybersecurity Ops - CCNA Cyber","ISAC","000","General Transfer Credit"
"CSS","240","High-Technology Crime","IA","325","Cyber Crime Investigation I"
"CSS","270","Computer Security VII","IA","427","Digital Forensics I"
"CSS","272","Computer Security VIII","IA","425","Cyber Crime Investigation I"
"CSS","275","Computer Security IX","IA","428","Digital Forensics II"
"CSS","285","Essential Auto Penetration Tst","ISAC","000","General Transfer Credit"
"CST","118","MS Command Line Fundamentals","BMMT","000","General Transfer Credit"
"CST","120","Command Line Fundamentals","BMMT","000","General Transfer Credit"
"CST","150","Computer Systems Tech I","BMMT","000","General Transfer Credit"
"CST","155","Computer Systems Tech II","BMMT","000","General Transfer Credit"
"CST","160","Computer Technology I","BMMT","000","General Transfer Credit"
"CST","165","Computer Technology II","BMMT","000","General Transfer Credit"
"CST","174","CST Co-op I","AACR","GEN","General Credit"
"CST","185","Local/Mobile Netwkg Essentials","ISAC","000","General Transfer Credit"
"CST","189","Study Problems","AACR","GEN","General Credit"
"CST","225","PC Networking","IA","000","General Transfer Credit"
"CST","270","Computer Forensics I","ISAC","000","General Transfer Credit"
"CST","275","Computer Forensics II","ISAC","000","General Transfer Credit"
"CST","278","Comp Forensics/Mobile Devices","IA","000","General Transfer Credit"
"CUL","100","Intr Food Svc/Hospitality Inds","HRM","103","Intro to Hospitality Industry"
"CUL","103","Farm Harvesting & Management","AACR","GEN","General Credit"
"CUL","104","Baking Science","AACR","GEN","General Credit"
"CUL","110","Sanitation & Hygiene","HRM","150","Sanitation-Hospitalty Industry"
"CUL","111","Elementary Food Preparation","AACR","GEN","General Credit"
"CUL","114","Fundamentals of Baking","AACR","GEN","General Credit"
"CUL","115","Fundamentals of Pastry","AACR","GEN","General Credit"
"CUL","116","Culinary Principles","AACR","GEN","General Credit"
"CUL","118","Culinary Nutrition","DTC","000","General Transfer Credit"
"CUL","120","Classical Kitchen","HRM","180","Food Production"
"CUL","121","Modern Kitchen","HRM","000","General Transfer Credit"
"CUL","124","Baking II","AACR","GEN","General Credit"
"CUL","125","Pastry II","AACR","GEN","General Credit"
"CUL","130","Beginning Cake Decorating","AACR","GEN","General Credit"
"CUL","131","Wedding Cake Design","AACR","GEN","General Credit"
"CUL","132","Cakes & Wedding Cake Design","AACR","GEN","General Credit"
"CUL","135","Intntl Cuisine/Culture:Std Abr","AACR","GEN","General Credit"
"CUL","140","Bakery Mgmt & Merchandising","HRM","000","General Transfer Credit"
"CUL","141","Principles of Cost Controls","HRM","240","Cost Controls in the Hosp Indu"
"CUL","145","Dining Room Service","AACR","GEN","General Credit"
"CUL","150","Management & Supervision","HRM","251","Meal Service Management"
"CUL","151","Food Service Marketing","HRM","000","General Transfer Credit"
"CUL","174","CUL Co-op Education I","HRM","288L4","Co-op Education in HRM"
"CUL","189","Study Problems","AACR","GEN","General Credit"
"CUL","199","Internship","HM","000","General Transfer Credit"
"CUL","201","Chocolate Confections","AACR","GEN","General Credit"
"CUL","203","Classic Hotel Cuisine","HM","000","General Transfer Credit"
"CUL","204","Vegan Vegetarian Cuisine","HM","000","General Transfer Credit"
"CUL","205","Sugar & Chocolate Showpieces","AACR","GEN","General Credit"
"CUL","206","Plated Desserts","AACR","GEN","General Credit"
"CUL","208","Menu Planning","HRM","000","General Transfer Credit"
"CUL","210","Garde Manger","AACR","GEN","General Credit"
"CUL","211","Artisan Breads","AACR","GEN","General Credit"
"CUL","215","Cake Decorating Techniques","AACR","GEN","General Credit"
"CUL","219","Elementary Baking & Pastries","AACR","GEN","General Credit"
"CUL","220","Organization/Mgmt Food Systems","HRM","000","General Transfer Credit"
"CUL","221","Culinary Purchasing","HRM","241","Commercial Purchasing"
"CUL","222","Quantity Food Preparation","HM","180","Foundation of Food Preparation"
"CUL","224","Principles of Cost Controls","HRM","240","Cost Controls in the Hosp Indu"
"CUL","225","Advanced Baking & Pastry","AACR","GEN","General Credit"
"CUL","226","Adv Dining Room/Beverage Mgmt","AACR","GEN","General Credit"
"CUL","227","Advanced Culinary Techniques","AACR","GEN","General Credit"
"CUL","228","Layout & Equipment","HRM","000","General Transfer Credit"
"CUL","230","American Region/Global Cuisine","AACR","GEN","General Credit"
"CUL","231","Adv Kitchen Ops:Global Cuisine","AACR","GEN","General Credit"
"CUL","232","Hot & Cold Food Competitions","AACR","GEN","General Credit"
"CUL","233","Ice Carving","AACR","GEN","General Credit"
"CUL","234","Vegetarian & Vegan Cuisine","AACR","GEN","General Credit"
"CUL","245","Beverage Management","HRM","000","General Transfer Credit"
"CUL","250","Principles of Beverage Service","HRM","000","General Transfer Credit"
"CUL","251","Wines of the World","AACR","GEN","General Credit"
"CUL","260","Catering & Banquet Prodctn Mgt","HRM","000","General Transfer Credit"
"DAN","101","Beginning Modern Dance I","DANC","000","General Transfer Credit"
"DAN","101","Beginning Modern Dance I","DANC","102","Modern Dance Fundamentals"
"DAN","102","Beginning Modern Dance II","DANC","102","Modern Dance Fundamentals"
"DAN","102","Beginning Modern Dance II","DANC","000","General Transfer Credit"
"DAN","101","Beginning Modern Dance I","DANC","102","Modern Dance Fundamentals"
"DAN","102","Beginning Modern Dance II","DANC","102","Modern Dance Fundamentals"
"DAN","103","Beginning Tap Dance I","DANC","000","General Transfer Credit"
"DAN","103","Beginning Tap Dance I","DANC","103L1","Tap I"
"DAN","104","Beginning Tap Dance II","DANC","103L1","Tap I"
"DAN","104","Beginning Tap Dance II","DANC","000","General Transfer Credit"
"DAN","103","Beginning Tap Dance I","DANC","103L1","Tap I"
"DAN","104","Beginning Tap Dance II","DANC","103L1","Tap I"
"DAN","105","Beginning Jazz Dance I","DANC","000","General Transfer Credit"
"DAN","105","Beginning Jazz Dance I","DANC","101L1","Jazz I"
"DAN","106","Beginning Jazz Dance II","DANC","101L1","Jazz I"
"DAN","106","Beginning Jazz Dance II","DANC","000","General Transfer Credit"
"DAN","105","Beginning Jazz Dance I","DANC","101L1","Jazz I"
"DAN","106","Beginning Jazz Dance II","DANC","101L1","Jazz I"
"DAN","107","Beginning Ballet I","DANC","000","General Transfer Credit"
"DAN","107","Beginning Ballet I","DANC","100","Ballet Fundmtls for Non-Majors"
"DAN","108","Beginning Ballet II","DANC","100","Ballet Fundmtls for Non-Majors"
"DAN","108","Beginning Ballet II","DANC","000","General Transfer Credit"
"DAN","107","Beginning Ballet I","DANC","100","Ballet Fundmtls for Non-Majors"
"DAN","108","Beginning Ballet II","DANC","100","Ballet Fundmtls for Non-Majors"
"DAN","110","African Dance I","DANC","000","General Transfer Credit"
"DAN","111","Hip Hop Dance","DANC","000","General Transfer Credit"
"DAN","112","Hip Hop Dance II","DANC","000","General Transfer Credit"
"DAN","115","Dance Styles I","DANC","000","General Transfer Credit"
"DAN","122","Ballroom Dance I","PEGN","103","Ballroom Dance"
"DAN","123","Dance Exercise I","PEGN","102L1","Aerobic Dance"
"DAN","126","Country Western Dance","PEGN","000","General Transfer Credit"
"DAN","130","Dance for Musical Theatre","DANC","000","General Transfer Credit"
"DAN","180","Dance Apprc:The World of Dance","DANC","GEKA","Knowledge of Arts - Gen Ed"
"DAN","180","Dance Apprc:The World of Dance","DANC","GEGA","Global Awareness - Gen Ed"
"DAN","189","Study Problems","AACR","GEN","General Credit"
"DAN","200","Advanced Performance","DANC","000","General Transfer Credit"
"DAN","210","African Dance II","DANC","000","General Transfer Credit"
"DAN","215","Dance Styles II","DANC","000","General Transfer Credit"
"DAN","222","Ballroom Dance II","PEGN","000","General Transfer Credit"
"DAN","223","Dance Exercise II","PEGN","000","General Transfer Credit"
"DAN","224","Dance Exercise III","PEGN","000","General Transfer Credit"
"DEN","102","Managing Safe Prac Dentistry","AACR","GEN","General Credit"
"DEN","106","Biomedical Science/Dental Asst","AACR","GEN","General Credit"
"DEN","107","Oral Anatomy","AACR","GEN","General Credit"
"DEN","108","Dental Radiography","AACR","GEN","General Credit"
"DEN","109","Oral Hygiene","AACR","GEN","General Credit"
"DEN","110","Basic Clinical Dental Assist","AACR","GEN","General Credit"
"DEN","112","Dental Materials","AACR","GEN","General Credit"
"DEN","116","Four-Handed Dentistry","AACR","GEN","General Credit"
"DEN","118","Preventative Dentistry","AACR","GEN","General Credit"
"DEN","119","Dental Nutrition","AACR","GEN","General Credit"
"DEN","120","Patient Records","AACR","GEN","General Credit"
"DEN","127","Dental Nutrition","AACR","GEN","General Credit"
"DEN","128","Dental Radiography Practice","AACR","GEN","General Credit"
"DEN","129","Patient Assessment","AACR","GEN","General Credit"
"DEN","130","Clinical Practice","AACR","GEN","General Credit"
"DEN","130A","Oral Diagnosis Practicum","AACR","GEN","General Credit"
"DEN","130B","Oral Diagnosis Practicum","AACR","GEN","General Credit"
"DEN","131","Principles Dental Specialties","AACR","GEN","General Credit"
"DEN","133","Clinical Practice","AACR","GEN","General Credit"
"DEN","189","Study Problems","AACR","GEN","General Credit"
"DEN","202","Advanced Clinical Practice","AACR","GEN","General Credit"
"DEN","202A","Advanced Clinical Practice I","AACR","GEN","General Credit"
"DEN","202B","Advanced Clinical Practice II","AACR","GEN","General Credit"
"DEN","204","Advanced Functions","AACR","GEN","General Credit"
"DEN","204A","Advanced Functions Lecture","AACR","GEN","General Credit"
"DEN","204B","Advanced Functions Lab/Clinic","AACR","GEN","General Credit"
"DEN","205","Expanded Duties for the RDA","AACR","GEN","General Credit"
"DEN","212","Dental Practice Management","AACR","GEN","General Credit"
"DEN","230","Alt Dental Assist Educ Project","AACR","GEN","General Credit"
"DN","101","Beginning Modern Dance I","PEGN","161","Modern Dance"
"DN","102","Beginning Modern Dance II","PEGN","261","Intermediate Modern Dance"
"DN","103","Beginning Tap Dance I","PEGN","159","Tap Dancing"
"DN","104","Beginning Tap Dance II","PEGN","000","General Transfer Credit"
"DN","105","Beginning Jazz Dance I","PEGN","155","Jazz I"
"DN","106","Beginning Jazz Dance II","PEGN","255","Jazz II"
"DN","107","Beginning Ballet I","PEGN","160","Ballet"
"DN","108","Beginning Ballet II","PEGN","260","Intermediate Ballet"
"DN","110","Afro-American Dance I","PEGN","000","General Transfer Credit"
"DN","122","Ballroom Dance I","PEGN","103","Couple Square & Ballroom Dance"
"DN","123","Dance Exercise I","PEGN","102","Aerobic Dance"
"DN","210","Afro-American Dance II","PEGN","000","General Transfer Credit"
"DN","222","Ballroom Dance II","PEGN","000","General Transfer Credit"
"DN","223","Dance Exercise II","PEGN","000","General Transfer Credit"
"DN","224","Dance Exercise III","PEGN","000","General Transfer Credit"
"DPP","111","Digital Prepress","INDT","000","General Transfer Credit"
"DPP","117","Print Essentials/Digital Print","INDT","000","General Transfer Credit"
